epoch,loss,out_0_loss,out_0_r_square,out_1_loss,out_1_r_square,out_2_loss,out_2_r_square
0,5.407121302403738,2.1831853372376506,0.6424961090087891,1.6684829608870775,0.7267802953720093,1.5554530042790098,0.7452893257141113
1,2.695290753240863,1.0286450105237936,0.8315716981887817,0.8514356075789329,0.8605877161026001,0.8152101351381366,0.8665192127227783
2,2.5722985660562796,0.989434357835443,0.8373628854751587,0.8116167639440655,0.8665915131568909,0.7712474442767714,0.873227059841156
3,2.4968188308265447,0.9565012194983388,0.8431601524353027,0.7897205352783203,0.8705075979232788,0.7505970760498857,0.8769227266311646
4,2.4459808980292976,0.9408097833933871,0.845676064491272,0.7727278652186971,0.8732470273971558,0.7324432494172135,0.8798550367355347
5,2.3791790951861023,0.9151003630181642,0.8494682312011719,0.749309069880704,0.8767405152320862,0.714769662287234,0.8824220895767212
6,2.3499169149840675,0.9030915859699369,0.8518187403678894,0.7414995713008822,0.8783332705497742,0.7053257577132485,0.8842687606811523
7,2.354844763889976,0.9026250071947087,0.8519511222839355,0.7449941944755663,0.8778055906295776,0.7072255622197012,0.8840005993843079
8,2.325618683872721,0.8931166461997748,0.8543696999549866,0.7354953047215549,0.880071222782135,0.6970067329513913,0.8863469958305359
9,2.3660761490838422,0.9051602572906203,0.8512390851974487,0.7487539503590538,0.8769438862800598,0.7121619414341683,0.8829578161239624
10,2.3073870968812678,0.887137407052463,0.8541999459266663,0.7292118214785543,0.8801549077033997,0.6910378683502503,0.8864286541938782
11,2.276411533273386,0.8715486453068669,0.8560746908187866,0.722314354030407,0.8807189464569092,0.682548533936112,0.8872857093811035
12,2.2032883856716854,0.8446707424283447,0.8611276149749756,0.6980783191160124,0.8852290511131287,0.6605393241273285,0.8914007544517517
13,2.2654238190410245,0.8643458728467562,0.8572334051132202,0.7192228539378603,0.8812037110328674,0.6818550922564081,0.8873758912086487
14,2.2256306177898604,0.8562038280836964,0.8592997789382935,0.7036933539007729,0.8843619227409363,0.6657334358053911,0.8905999064445496
15,2.220216400064397,0.8505250154833048,0.8605878353118896,0.7033334455482328,0.8847144246101379,0.6663579390328592,0.8907753229141235
16,2.223361170722994,0.8519207791115159,0.8598071336746216,0.7066161653643455,0.883718729019165,0.6648242262471327,0.8905961513519287
17,2.2297519604384988,0.8509435874322502,0.8603911399841309,0.7083494370566548,0.8837855458259583,0.670458935949594,0.8900020122528076
18,2.2144231369137946,0.8492986236023938,0.8614142537117004,0.7026795223093344,0.8853392601013184,0.6624449910020661,0.8919045329093933
19,2.1983564072206714,0.8444975288308846,0.8622428774833679,0.6973215648422644,0.8862506151199341,0.6565373135475224,0.8929035663604736
20,2.174009273035451,0.8346288361512255,0.8623064756393433,0.6898049781485337,0.8861987590789795,0.6495754587356916,0.8928357362747192
21,2.2011646374364044,0.8443492415755434,0.8622031211853027,0.6987391950526111,0.8859663605690002,0.6580762008082501,0.8926025629043579
22,2.159171179157744,0.8269516691782557,0.8639335632324219,0.6863422565113534,0.8870694637298584,0.6458772534681348,0.8937276005744934
23,2.204361314579867,0.8436525393780723,0.8622691035270691,0.7012641356405692,0.8855147957801819,0.6594446395612253,0.8923419713973999
24,2.14696293280075,0.8258949303854536,0.8637690544128418,0.6824437974760845,0.8874312043190002,0.6386242049392117,0.8946592807769775
25,2.106299091263341,0.8151957689144095,0.863882839679718,0.6645182958317126,0.8890421390533447,0.6265850265172185,0.8953760266304016
