epoch,loss,out_0_loss,out_0_r_square,out_1_loss,out_1_r_square,out_2_loss,out_2_r_square
0,6.265831672252263,2.4342241094087473,0.5642067193984985,1.9761758938899023,0.6462096571922302,1.8554316689536132,0.6678265333175659
1,3.526542010496896,1.3156960330655054,0.7602664828300476,1.123399402510473,0.7953047752380371,1.0874465749209172,0.8018559813499451
2,3.315492154539907,1.2429302631621932,0.7731031775474548,1.0621096270039285,0.8061120510101318,1.0104522643737854,0.8155421018600464
3,3.2001055126213327,1.203632558798422,0.7813327312469482,1.0240172930414135,0.8139640092849731,0.9724556607814973,0.8233315348625183
4,3.1003014759497596,1.1696013048580478,0.7882097363471985,0.9895313362864014,0.8208168148994446,0.9411688348053106,0.8295742273330688
5,3.0720257819173584,1.1561983301456797,0.7921513319015503,0.9823916299373371,0.8233961462974548,0.9334358218343416,0.8321967720985413
6,2.9828059601807486,1.1302272545098666,0.7937843203544617,0.949615233087789,0.826737642288208,0.9029634725830934,0.8352498412132263
7,3.038934695247455,1.1503478839303678,0.7915894389152527,0.9670414545528327,0.8247995376586914,0.9215453567642546,0.8330419063568115
8,3.029378223361335,1.1461494962423817,0.7923631072044373,0.9633992683937919,0.8254702091217041,0.9198294587251616,0.8333635330200195
9,2.960174294432459,1.1228578661866542,0.7983369827270508,0.939927588883118,0.831190824508667,0.8973888393626871,0.8388307094573975
10,2.931303078578502,1.11185943668698,0.798497200012207,0.9280851473331807,0.8318030834197998,0.8913584945583415,0.8384591341018677
11,2.9222715766483898,1.1076296777972063,0.8003591895103455,0.9287839843050172,0.8325945734977722,0.8858579145461662,0.8403317332267761
12,2.9400687082348442,1.1180110240291161,0.796866774559021,0.9327765144760066,0.8305225372314453,0.8892811697297217,0.8384249806404114
13,2.9544617376587414,1.1159047797552206,0.7972733974456787,0.9400058080006025,0.8292289972305298,0.8985511499029182,0.8367602229118347
14,2.944119317539596,1.1153326114429176,0.797166645526886,0.935206906453717,0.8299243450164795,0.8935797996429616,0.8374943733215332
15,2.8858739817732895,1.0900805483059006,0.8021762371063232,0.9190491359215461,0.8332142233848572,0.8767442975458427,0.8408915400505066
16,2.9024100011708787,1.0995397768977746,0.8022159337997437,0.9227312576227843,0.8340198397636414,0.8801389666503197,0.8416815996170044
17,2.9267129548275985,1.1073508065188329,0.8014511466026306,0.9293788186853474,0.8333615660667419,0.8899833296234184,0.8404251337051392
18,2.894628891093687,1.0911769070854942,0.8022045493125916,0.9203817641382018,0.8331642150878906,0.883070219869991,0.8399275541305542
19,2.8782801615503546,1.0853064439971984,0.8025738596916199,0.9159666560682982,0.8333781957626343,0.8770070614848581,0.8404651880264282
20,2.891909021303807,1.0930911630629425,0.8045337200164795,0.9201453633498884,0.8354600071907043,0.8786724948909759,0.8428758978843689
21,2.8773452965417508,1.0845572839719613,0.8050887584686279,0.9172405649723847,0.835158109664917,0.8755474475974049,0.8426509499549866
22,2.8709422230809527,1.086555734840479,0.8037855625152588,0.912597411007594,0.8351995944976807,0.8717890772328797,0.8425690531730652
23,2.8074575288489187,1.0619189936079867,0.807479977607727,0.89436184449864,0.8378568887710571,0.8511766907422919,0.845686137676239
24,2.842569250960205,1.0733038151869434,0.8070889711380005,0.9044195719549109,0.8374436497688293,0.8648458638183509,0.8445563316345215
25,2.818732503584631,1.0628176086455687,0.8084283471107483,0.8955657522496802,0.838575005531311,0.8603491426893821,0.8449229001998901
26,2.8677251536256345,1.0806121854357247,0.8047694563865662,0.9128788495505847,0.8350732922554016,0.8742341186393251,0.8420552015304565
27,2.807108810480226,1.0614471246408195,0.8092448115348816,0.891513585183916,0.8397840261459351,0.8541481006554907,0.8464993238449097
28,2.832713108986334,1.0657752801776823,0.8087453842163086,0.9027984131993554,0.8379919528961182,0.8641394156092966,0.8449291586875916
29,2.7856644332972613,1.0516470397598652,0.8112223148345947,0.885061120062755,0.8411255478858948,0.8489562734746411,0.8476067781448364
30,2.823191322019113,1.0694813735601378,0.8063176870346069,0.8953754037707643,0.8378480076789856,0.858334544688211,0.8445560336112976
31,2.827674091767173,1.0619217115234179,0.8079549074172974,0.9013555607595748,0.8369928598403931,0.8643968194841805,0.8436766266822815
32,2.7969915348537646,1.0544647288269045,0.811028242111206,0.8907189777592868,0.8403732776641846,0.8518078282675736,0.847346842288971
33,2.8158897219115433,1.0639792697132375,0.8090677261352539,0.893458433564235,0.8396678566932678,0.8584520186340708,0.845949649810791
34,2.7995508739260253,1.0538250710935722,0.809415876865387,0.8906008160606791,0.8389348983764648,0.8551249867717742,0.8453505635261536
35,2.755466235898928,1.0375172007715838,0.8126225471496582,0.8767078605871286,0.8416651487350464,0.8412411745402159,0.8480706214904785
