epoch,loss,r_square,val_loss,val_r_square
0,1.4577142428702303,0.7563115954399109,1.0628576252820356,0.8212637901306152
1,1.004885458476673,0.8320119380950928,0.8941449700099118,0.8496354818344116
2,0.8969456571489229,0.8500563502311707,0.8725004090453093,0.8532754182815552
3,0.8403426758789905,0.8595186471939087,0.7926460074928572,0.8667041063308716
4,0.8021409052133461,0.8659050464630127,0.7745629929708985,0.8697450160980225
5,0.7671421448031197,0.871755838394165,0.7375534419181212,0.8759688138961792
6,0.7320251226657136,0.8776262998580933,0.7105142861042383,0.8805158734321594
7,0.7027187038651684,0.8825255632400513,0.6728002590953179,0.8868580460548401
8,0.6697008392251151,0.8880451321601868,0.6432620775024845,0.8918253779411316
9,0.6415371407392108,0.8927533626556396,0.6480612353333887,0.8910183310508728
10,0.6219312944630982,0.8960309624671936,0.5956642950480839,0.8998297452926636
11,0.5993806940428568,0.899800717830658,0.600874105348902,0.8989535570144653
12,0.5860958655116426,0.9020216464996338,0.5812738667962686,0.9022496938705444
13,0.57250802621603,0.9042930603027344,0.5772213750852728,0.9029311537742615
14,0.5646452555869279,0.9056074619293213,0.5584978781781107,0.9060798287391663
15,0.5524827491471604,0.9076406955718994,0.5913791712162629,0.9005503058433533
16,0.5430619478299515,0.9092155694961548,0.5407210246290801,0.9090692400932312
17,0.5367981025306492,0.9102627038955688,0.5494692313783573,0.9075981378555298
18,0.528769835410615,0.911604642868042,0.5457048905064474,0.9082311391830444
19,0.5213300020998116,0.9128485321998596,0.5398080557865916,0.9092227816581726
20,0.5148532497615028,0.9139313697814941,0.540898187374169,0.9090394377708435
21,0.5098303626277999,0.9147709608078003,0.5714303259579641,0.9039050340652466
22,0.5027776059571412,0.9159500598907471,0.5244910224428717,0.9117985963821411
23,0.4979978224123218,0.9167489409446716,0.5668359993201382,0.9046776294708252
24,0.4922372563470541,0.9177120923995972,0.5276462128139892,0.9112679958343506
25,0.48976403977400124,0.9181254506111145,0.5279147024143417,0.9112228751182556
26,0.4824029546813362,0.9193560481071472,0.5231165203002264,0.9120297431945801
27,0.4785017003916198,0.9200081825256348,0.5119087274344463,0.9139145016670227
28,0.47389923803606254,0.9207776784896851,0.5057431499069591,0.9149513244628906
29,0.4703186970884855,0.9213762283325195,0.5245320498381021,0.9117917418479919
30,0.4652519806058798,0.9222231507301331,0.55266061492686,0.9070614576339722
31,0.46009571025064233,0.9230851531028748,0.5072739276402402,0.9146939516067505
32,0.45591917665114806,0.9237834215164185,0.5200951370428193,0.9125378727912903
33,0.4532723147844929,0.9242258071899414,0.5871900104689148,0.9012547731399536
34,0.44986820837062264,0.9247949123382568,0.530203875843084,0.9108378887176514
35,0.44340983070259604,0.9258745908737183,0.500688284860467,0.9158014059066772
36,0.43981807158376973,0.926474928855896,0.5758871662729191,0.9031555652618408
37,0.4367239477130572,0.9269922375679016,0.510328782954306,0.9141802191734314
38,0.4333976507125384,0.9275482892990112,0.5091230827682424,0.9143829345703125
39,0.4282255391954666,0.9284128546714783,0.5604551680807798,0.9057506322860718
40,0.42632222828265315,0.9287310838699341,0.5095239144451214,0.9143155813217163
41,0.421466982198061,0.9295428991317749,0.5083757155065266,0.9145086407661438
42,0.41998740364846016,0.9297901391983032,0.5013002443144906,0.9156984686851501
43,0.4139257819998116,0.9308035373687744,0.5205572703818105,0.9124600887298584
44,0.41309217113573826,0.9309428334236145,0.5108345803787123,0.9140951633453369
45,0.4080535247363996,0.9317852258682251,0.5361824779577975,0.9098324775695801
46,0.40495128845000256,0.932303786277771,0.5020562869760226,0.9155713319778442
47,0.40167858364222303,0.9328508973121643,0.5824922614502457,0.9020447731018066
48,0.39658840412104973,0.9337018132209778,0.5487091293312468,0.9077259302139282
49,0.39253671688989644,0.9343791604042053,0.5500859021015887,0.9074944257736206
50,0.39210791156127334,0.9344508051872253,0.5611237336161001,0.9056382179260254
51,0.3857803908332956,0.9355085492134094,0.5456820085363568,0.9082350134849548
52,0.38390512451651637,0.935822069644928,0.5124296210565658,0.9138269424438477
53,0.379427324573459,0.9365705847740173,0.5193154299034263,0.9126689434051514
54,0.3754288008158356,0.9372391104698181,0.5235701180572779,0.9119534492492676
55,0.37404482395688743,0.9374704360961914,0.5212740041174979,0.9123395681381226
56,0.36879526178868033,0.9383479356765747,0.5258508023788344,0.9115699529647827
57,0.3670271521286903,0.9386436343193054,0.5333392652138225,0.9103106260299683
58,0.3619428737871812,0.9394934773445129,0.5236220520341172,0.9119446873664856
59,0.3596018831780429,0.9398848414421082,0.5135618672056018,0.9136365056037903
60,0.3543227742679755,0.9407673478126526,0.5569202418597239,0.9063451290130615
61,0.3541136106073213,0.9408024549484253,0.5343463764438089,0.9101412296295166
62,0.34908433687757917,0.9416431188583374,0.530868521557664,0.9107260704040527
63,0.3434780589615415,0.9425803422927856,0.5427623211494031,0.9087259769439697
64,0.34073139341033304,0.9430394172668457,0.5264865775996784,0.9114629626274109
65,0.338386989657669,0.9434314370155334,0.5317033707252089,0.9105857014656067
66,0.3350365759189894,0.943991482257843,0.5593246715811063,0.9059407711029053
67,0.32982947889262265,0.9448619484901428,0.6132753770868733,0.896868109703064
68,0.33010202200951616,0.9448163509368896,0.5567995377306668,0.9063654541969299
69,0.32505152457451314,0.9456608295440674,0.5626539356584819,0.9053809642791748
70,0.322459637974644,0.9460940361022949,0.5500895986860653,0.9074938297271729
71,0.319830400877927,0.9465335011482239,0.5768839273812636,0.9029879570007324
72,0.3152428748799675,0.9473004341125488,0.5365734085159481,0.9097667932510376
73,0.3097639573872304,0.9482163786888123,0.5481702767453104,0.9078165888786316
74,0.30976234710144823,0.9482166171073914,0.5508076146526156,0.9073730111122131
75,0.30947344042187247,0.9482648968696594,0.5729137784467553,0.9036555290222168
76,0.303682486981099,0.9492329955101013,0.5789222003435189,0.9026451706886292
77,0.29922101581772864,0.9499788284301758,0.5466396311825177,0.9080739617347717
78,0.2988344299388358,0.9500434398651123,0.5470794338662669,0.9079999923706055
79,0.2926695664906475,0.9510740041732788,0.5763773171406872,0.9030730724334717
80,0.29060629705043256,0.9514189958572388,0.5857282811178351,0.9015005826950073
81,0.287573726037755,0.9519258737564087,0.5927137274787111,0.9003258943557739
82,0.28620969613906283,0.9521539211273193,0.5541627757391839,0.9068088531494141
83,0.2820626287989912,0.9528472423553467,0.5626430595539651,0.9053827524185181
84,0.278671653552138,0.9534140825271606,0.5604291155653179,0.9057550430297852
85,0.27689357389502034,0.9537113308906555,0.5958400215742723,0.899800181388855
