epoch,loss,out_0_loss,out_0_r_square,out_1_loss,out_1_r_square,out_2_loss,out_2_r_square
0,5.562588821172597,2.2374539224240255,0.6264864206314087,1.7161246002981747,0.713516116142273,1.6090102984503967,0.731397271156311
1,3.290530574713342,1.2604295139486983,0.7904648780822754,1.031344978388135,0.8285479545593262,0.9987560823765091,0.8339655995368958
2,3.068764126206946,1.1748687468586474,0.8016481995582581,0.9687890363637153,0.8364400267601013,0.9251063429845834,0.8438150882720947
3,2.9657061514591314,1.1361148355118051,0.8092490434646606,0.9395547665978276,0.842251181602478,0.8900365493494988,0.8505651950836182
4,2.9011860663276607,1.1179615878463378,0.8138768076896667,0.9193609400439685,0.8469407558441162,0.8638635384373543,0.8561800718307495
5,2.868290687097222,1.1077007627789313,0.8148130178451538,0.9055075520561553,0.8486161231994629,0.8550823722621352,0.857046365737915
6,2.8502739067812723,1.0992136710418725,0.8161799907684326,0.9016263000887093,0.8492221832275391,0.8494339356506904,0.8579503297805786
7,2.778409141636505,1.0688736184287493,0.8201101422309875,0.8800232240079543,0.8518935441970825,0.8295122991998013,0.8603945374488831
8,2.7127785740024226,1.0474928719409573,0.8227176666259766,0.8593941209764462,0.8545523881912231,0.8058915810850192,0.8636073470115662
9,2.7863677320561893,1.0711132738680587,0.8208013772964478,0.8838427261427397,0.8521320819854736,0.831411732045391,0.8609036803245544
10,2.7472314584970943,1.0578163247848824,0.8252232074737549,0.8706872846975219,0.8561413288116455,0.8187278490146901,0.8647263050079346
11,2.7364204260923968,1.0573514402499349,0.821590006351471,0.863135258784503,0.854360818862915,0.8159337270579586,0.8623251914978027
12,2.7814959754624704,1.0726009637381382,0.8207237124443054,0.8796631711366492,0.8529716730117798,0.8292318405876831,0.8614007234573364
13,2.71860128861126,1.04616062653317,0.8256050944328308,0.8632029041750576,0.8561040759086609,0.8092377579030324,0.8651001453399658
14,2.7082366198374648,1.0463335828591638,0.8255171179771423,0.8559221885291728,0.8572696447372437,0.8059808484491283,0.8655976057052612
15,2.7201770503645926,1.0484586799971936,0.8257554769515991,0.8612149157451363,0.8568738698959351,0.8105034546222626,0.8653018474578857
16,2.7273071447798,1.0515003216078902,0.823961079120636,0.8605979857599642,0.855921745300293,0.8152088374119457,0.8635205030441284
17,2.728025911885541,1.0459848708201815,0.8276973962783813,0.8647560103041098,0.8575506806373596,0.8172850307612497,0.8653704524040222
18,2.667339417005442,1.0258370278857825,0.8283979296684265,0.8433158945468232,0.858930230140686,0.7981864945728361,0.8664792776107788
19,2.6232434750175266,1.013459955078117,0.830234169960022,0.8285590984059248,0.861207127571106,0.7812244215334846,0.8691363334655762
20,2.634763138222061,1.0190295638061884,0.8308758735656738,0.8320506511212099,0.8619078397750854,0.7836829232946625,0.8699353933334351
21,2.7064854325873293,1.0385986706535295,0.8279403448104858,0.8566513151942393,0.8580827116966248,0.8112354467395605,0.8656064867973328
22,2.679281400934624,1.0300788710803146,0.8293106555938721,0.8478637224019278,0.8595044612884521,0.8013388074523821,0.8672138452529907
23,2.623646823128348,1.0110857367119568,0.8295946717262268,0.8281817001063289,0.8604207634925842,0.7843793863100623,0.8678030967712402
24,2.616053651475648,1.0056545413355893,0.8306999802589417,0.8279395186540297,0.8606178164482117,0.7824595914860293,0.868274450302124
25,2.6037945329600314,1.0033222613782864,0.8327394723892212,0.8255790666728391,0.8623706102371216,0.774893204908906,0.8708203434944153
26,2.6200314818434123,1.0120207527432385,0.8308303952217102,0.8248130214349256,0.862123966217041,0.7831977076652482,0.8690803050994873
27,2.656900896844784,1.0275427523971072,0.8290361762046814,0.8415826378595523,0.8599763512611389,0.7877755065881243,0.8689289093017578
28,2.64877451041816,1.0225058017063915,0.8298512101173401,0.8361760049427706,0.8608570694923401,0.7900927037689981,0.8685255646705627
29,2.650808283765837,1.016568116147042,0.8320658206939697,0.8412650768887106,0.8610252141952515,0.7929750907300847,0.869002640247345
30,2.6422535617373826,1.0143022754808932,0.8300256729125977,0.8376630711787212,0.8596264123916626,0.7902882150777681,0.8675652742385864
31,2.621530089901364,1.0096047840440485,0.832139253616333,0.8306809725151874,0.8618877530097961,0.7812443333421284,0.8701073527336121
32,2.596977629794145,1.0043962559714092,0.8324693441390991,0.8197641082357351,0.8632655143737793,0.7728172655870008,0.871096134185791
33,2.6011232651887446,1.0020404947026977,0.8319562077522278,0.8233917378637148,0.8619160056114197,0.7756910326223322,0.8699153661727905
34,2.620414648975033,1.0090697209871426,0.8320907354354858,0.8291172288930205,0.8620347380638123,0.78222769909487,0.8698371648788452
35,2.5958260799332806,0.9975719535943326,0.8319798707962036,0.8243067781954241,0.8611626029014587,0.7739473481435241,0.8696446418762207
36,2.5550140419417597,0.9866354166434741,0.8349636793136597,0.8071169532234157,0.8649921417236328,0.7612616720748698,0.8726623058319092
37,2.637195496629249,1.0161450245439654,0.8314911127090454,0.8344785821088773,0.8616172075271606,0.7865718899764061,0.8695615530014038
38,2.6172296709535043,1.0059542773423467,0.83138108253479,0.8287675574451215,0.8610813617706299,0.7825078361660359,0.8688352704048157
